driver_name,driver_id,category,issue,action,priority,potential_gain,estimated_new_lap,current_best_lap,confidence,impact_score,skill_level
GR86-065-5,5,Weight Transfer Optimization,"G-force profile (Longitudinal: 0.01g, Lateral: 0.20g) suggests conservative weight transfer.","Opportunity: Brake harder initially at Turn 1 to load front, then smoothly transition to throttle to shift weight rear. This improves rotation and exit traction.",MEDIUM,0.25-0.40s,100.626s,100.951s,Medium,0.195,Intermediate
GR86-060-2,2,Threshold Braking Development,Peak brake pressure of 9.6% is below GR86 threshold capability (90%+ with race ABS and Alcon brakes).,Critical: Increase peak braking force by 15% at Turn 1/2 chicane. The GR86 race ABS allows 90-95% pressure without lock-up. Build confidence progressively.,HIGH,0.35-0.60s,100.912s,101.387s,High,0.475,Intermediate
GR86-060-2,2,Full Throttle Utilization,Only 0.0% of lap at full throttle. GR86 requires 55%+ due to lower power output.,Critical: Reach 100% throttle 55% earlier. Focus on Turn 2 exit and Turn 5 exit. Every meter earlier = 0.05s gained on main straight.,HIGH,0.38-0.64s,100.877s,101.387s,High,0.510,Intermediate
GR86-060-2,2,Throttle Application Timing,Throttle application 11.3% below best lap average.,"Apply throttle at apex of Turn 3 and Turn 4. Target: 50% at apex, 75% at mid-exit, 100% at track-out. Current: 63.2%, Target: 74.4%.",HIGH,0.21-0.35s,101.107s,101.387s,High,0.280,Intermediate
GR86-060-2,2,Throttle Consistency,Throttle variance of ±21.0% indicates inconsistent corner exits.,Standardize throttle application points. Use apex curbing as reference for initial 50% application. Smooth progression is critical.,MEDIUM,0.35-0.60s,100.912s,101.387s,MEDIUM,0.285,Intermediate
GR86-060-2,2,Traction Management,Longitudinal acceleration of 0.00g is below GR86 capability on slicks.,"The GR86 torque curve allows aggressive application from 3700 RPM. If losing traction at Turn 2 exit, reduce initial rate by 10%. If no traction loss, increase aggression by 20%.",MEDIUM,0.25-0.40s,101.062s,101.387s,Medium,0.195,Intermediate
GR86-060-2,2,Average Speed Optimization,Average speed 11.5 km/h below your best lap (126.1 vs 137.6 km/h),Focus on minimum corner speeds. Every 1 km/h gained through corners = 0.08s per lap. Target: 137.6 km/h average.,HIGH,4.05-6.08s,96.321s,101.387s,High,5.066,Intermediate
GR86-060-2,2,Maximum Speed Development,Top speed of 138.0 km/h suggests exit speed or straight-line issues,Focus on corner exit acceleration. Better exits = higher top speeds. Also check if you're short-shifting.,MEDIUM,0.20-0.40s,101.087s,101.387s,Medium,0.180,Intermediate
GR86-060-2,2,Shift Point Optimization,Shifting at 6580 RPM. GR86 optimal shift point is 7100 RPM.,Shift 520 RPM later on main straight and Turn 2 exit. Use shift light as reference. Power curve remains strong to 7100 RPM.,MEDIUM,0.20-0.35s,101.112s,101.387s,Medium,0.165,Intermediate
GR86-060-2,2,Cornering Speed Development,Lateral G-force of 0.20g is 0.80g below GR86 capability on slicks (1.0g threshold).,Critical: Increase corner entry speed by 5 km/h at Turn 3 and Turn 4. Build confidence progressively over 3 sessions. The GR86 on slicks can sustain 1.0g+ in steady-state cornering.,HIGH,0.25-0.40s,101.062s,101.387s,High,0.325,Intermediate
GR86-060-2,2,Corner Exit Acceleration,Exit acceleration of 0.00g is below GR86 potential.,"Critical: Apply 50% throttle at Turn 2 apex, building to 100% by track-out. The GR86 requires aggressive exits to compensate for lower power. Every 0.1g improvement = 0.15s per lap.",HIGH,0.25-0.38s,101.075s,101.387s,High,0.312,Intermediate
GR86-060-2,2,Apex Consistency,Combined throttle (±21.0%) and speed (±18.9 km/h) variance indicates inconsistent apex positioning.,Standardize apex points at Turn 3 and Turn 4. Use inside curbing as reference. Consistent apex = consistent exit = consistent lap times.,MEDIUM,0.35-0.60s,100.912s,101.387s,MEDIUM,0.285,Intermediate
GR86-060-2,2,Overall Consistency,"Input variance (Speed: ±18.9 km/h, Throttle: ±21.0%) is the primary performance limiter.","Mandatory: Establish 3 reference points per corner - brake marker (100m board), turn-in point (apex curbing), throttle point (track-out). Consistency is the foundation of speed. All other improvements are meaningless without this.",HIGH,0.25-0.45s,101.037s,101.387s,High,0.350,Intermediate
GR86-060-2,2,Input Smoothness,"Abrupt input changes detected (Throttle: ±21.0%, Brake: ±2.4%).",Practice progressive inputs. Throttle: 0% to 100% over 1.5 seconds. Brake: 100% to 0% over 1.0 second. Smooth inputs = predictable car behavior.,MEDIUM,0.30-0.50s,100.987s,101.387s,Medium,0.240,Intermediate
GR86-060-2,2,Weight Transfer Optimization,"G-force profile (Longitudinal: 0.00g, Lateral: 0.20g) suggests conservative weight transfer.","Opportunity: Brake harder initially at Turn 1 to load front, then smoothly transition to throttle to shift weight rear. This improves rotation and exit traction.",MEDIUM,0.25-0.40s,101.062s,101.387s,Medium,0.195,Intermediate
GR86-049-88,88,Threshold Braking Development,Peak brake pressure of 8.2% is below GR86 threshold capability (90%+ with race ABS and Alcon brakes).,Critical: Increase peak braking force by 15% at Turn 1/2 chicane. The GR86 race ABS allows 90-95% pressure without lock-up. Build confidence progressively.,HIGH,0.35-0.60s,99.939s,100.414s,High,0.475,Intermediate
GR86-049-88,88,Full Throttle Utilization,Only 0.0% of lap at full throttle. GR86 requires 55%+ due to lower power output.,Critical: Reach 100% throttle 55% earlier. Focus on Turn 2 exit and Turn 5 exit. Every meter earlier = 0.05s gained on main straight.,HIGH,0.38-0.64s,99.904s,100.414s,High,0.510,Intermediate
GR86-049-88,88,Throttle Application Timing,Throttle application 8.3% below best lap average.,"Apply throttle at apex of Turn 3 and Turn 4. Target: 50% at apex, 75% at mid-exit, 100% at track-out. Current: 67.5%, Target: 75.8%.",HIGH,0.21-0.35s,100.134s,100.414s,High,0.280,Intermediate
GR86-049-88,88,Traction Management,Longitudinal acceleration of 0.01g is below GR86 capability on slicks.,"The GR86 torque curve allows aggressive application from 3700 RPM. If losing traction at Turn 2 exit, reduce initial rate by 10%. If no traction loss, increase aggression by 20%.",MEDIUM,0.25-0.40s,100.089s,100.414s,Medium,0.195,Intermediate
GR86-049-88,88,Average Speed Optimization,Average speed 10.5 km/h below your best lap (128.4 vs 138.9 km/h),Focus on minimum corner speeds. Every 1 km/h gained through corners = 0.08s per lap. Target: 138.9 km/h average.,HIGH,3.61-5.42s,95.895s,100.414s,High,4.519,Intermediate
GR86-049-88,88,Maximum Speed Development,Top speed of 138.9 km/h suggests exit speed or straight-line issues,Focus on corner exit acceleration. Better exits = higher top speeds. Also check if you're short-shifting.,MEDIUM,0.20-0.40s,100.114s,100.414s,Medium,0.180,Intermediate
GR86-049-88,88,Shift Point Optimization,Shifting at 6328 RPM. GR86 optimal shift point is 7100 RPM.,Shift 772 RPM later on main straight and Turn 2 exit. Use shift light as reference. Power curve remains strong to 7100 RPM.,MEDIUM,0.20-0.35s,100.139s,100.414s,Medium,0.165,Intermediate
GR86-049-88,88,Cornering Speed Development,Lateral G-force of 0.20g is 0.80g below GR86 capability on slicks (1.0g threshold).,Critical: Increase corner entry speed by 5 km/h at Turn 3 and Turn 4. Build confidence progressively over 3 sessions. The GR86 on slicks can sustain 1.0g+ in steady-state cornering.,HIGH,0.25-0.40s,100.089s,100.414s,High,0.325,Intermediate
GR86-049-88,88,Corner Exit Acceleration,Exit acceleration of 0.01g is below GR86 potential.,"Critical: Apply 50% throttle at Turn 2 apex, building to 100% by track-out. The GR86 requires aggressive exits to compensate for lower power. Every 0.1g improvement = 0.15s per lap.",HIGH,0.25-0.38s,100.102s,100.414s,High,0.312,Intermediate
GR86-049-88,88,Apex Consistency,Combined throttle (±14.2%) and speed (±17.0 km/h) variance indicates inconsistent apex positioning.,Standardize apex points at Turn 3 and Turn 4. Use inside curbing as reference. Consistent apex = consistent exit = consistent lap times.,MEDIUM,0.35-0.60s,99.939s,100.414s,MEDIUM,0.285,Intermediate
GR86-049-88,88,Overall Consistency,"Input variance (Speed: ±17.0 km/h, Throttle: ±14.2%) is the primary performance limiter.","Mandatory: Establish 3 reference points per corner - brake marker (100m board), turn-in point (apex curbing), throttle point (track-out). Consistency is the foundation of speed. All other improvements are meaningless without this.",HIGH,0.25-0.45s,100.064s,100.414s,High,0.350,Intermediate
GR86-049-88,88,Weight Transfer Optimization,"G-force profile (Longitudinal: 0.01g, Lateral: 0.20g) suggests conservative weight transfer.","Opportunity: Brake harder initially at Turn 1 to load front, then smoothly transition to throttle to shift weight rear. This improves rotation and exit traction.",MEDIUM,0.25-0.40s,100.089s,100.414s,Medium,0.195,Intermediate
GR86-063-113,113,Threshold Braking Development,Peak brake pressure of 7.6% is below GR86 threshold capability (90%+ with race ABS and Alcon brakes).,Critical: Increase peak braking force by 15% at Turn 1/2 chicane. The GR86 race ABS allows 90-95% pressure without lock-up. Build confidence progressively.,HIGH,0.24-0.42s,96.531s,96.863s,High,0.332,Advanced
GR86-063-113,113,Full Throttle Utilization,Only 0.0% of lap at full throttle. GR86 requires 55%+ due to lower power output.,Critical: Reach 100% throttle 55% earlier. Focus on Turn 2 exit and Turn 5 exit. Every meter earlier = 0.05s gained on main straight.,HIGH,0.27-0.45s,96.506s,96.863s,High,0.357,Advanced
GR86-063-113,113,Throttle Application Timing,Throttle application 11.1% below best lap average.,"Apply throttle at apex of Turn 3 and Turn 4. Target: 50% at apex, 75% at mid-exit, 100% at track-out. Current: 64.9%, Target: 76.0%.",HIGH,0.15-0.24s,96.667s,96.863s,High,0.196,Advanced
GR86-063-113,113,Throttle Consistency,Throttle variance of ±20.7% indicates inconsistent corner exits.,Standardize throttle application points. Use apex curbing as reference for initial 50% application. Smooth progression is critical.,MEDIUM,0.24-0.42s,96.531s,96.863s,MEDIUM,0.199,Advanced
GR86-063-113,113,Traction Management,Longitudinal acceleration of 0.01g is below GR86 capability on slicks.,"The GR86 torque curve allows aggressive application from 3700 RPM. If losing traction at Turn 2 exit, reduce initial rate by 10%. If no traction loss, increase aggression by 20%.",MEDIUM,0.17-0.28s,96.635s,96.863s,Medium,0.136,Advanced
GR86-063-113,113,Average Speed Optimization,Average speed 8.8 km/h below your best lap (128.6 vs 137.4 km/h),Focus on minimum corner speeds. Every 1 km/h gained through corners = 0.08s per lap. Target: 137.4 km/h average.,HIGH,2.05-3.08s,94.299s,96.863s,High,2.564,Advanced
GR86-063-113,113,Maximum Speed Development,Top speed of 139.0 km/h suggests exit speed or straight-line issues,Focus on corner exit acceleration. Better exits = higher top speeds. Also check if you're short-shifting.,MEDIUM,0.14-0.28s,96.653s,96.863s,Medium,0.126,Advanced
GR86-063-113,113,Shift Point Optimization,Shifting at 6380 RPM. GR86 optimal shift point is 7100 RPM.,Shift 720 RPM later on main straight and Turn 2 exit. Use shift light as reference. Power curve remains strong to 7100 RPM.,MEDIUM,0.14-0.24s,96.671s,96.863s,Medium,0.115,Advanced
GR86-063-113,113,Cornering Speed Development,Lateral G-force of 0.20g is 0.80g below GR86 capability on slicks (1.0g threshold).,Critical: Increase corner entry speed by 5 km/h at Turn 3 and Turn 4. Build confidence progressively over 3 sessions. The GR86 on slicks can sustain 1.0g+ in steady-state cornering.,HIGH,0.17-0.28s,96.635s,96.863s,High,0.227,Advanced
GR86-063-113,113,Corner Exit Acceleration,Exit acceleration of 0.01g is below GR86 potential.,"Critical: Apply 50% throttle at Turn 2 apex, building to 100% by track-out. The GR86 requires aggressive exits to compensate for lower power. Every 0.1g improvement = 0.15s per lap.",HIGH,0.17-0.26s,96.644s,96.863s,High,0.219,Advanced
GR86-063-113,113,Apex Consistency,Combined throttle (±20.7%) and speed (±17.4 km/h) variance indicates inconsistent apex positioning.,Standardize apex points at Turn 3 and Turn 4. Use inside curbing as reference. Consistent apex = consistent exit = consistent lap times.,MEDIUM,0.24-0.42s,96.531s,96.863s,MEDIUM,0.199,Advanced
GR86-063-113,113,Overall Consistency,"Input variance (Speed: ±17.4 km/h, Throttle: ±20.7%) is the primary performance limiter.","Mandatory: Establish 3 reference points per corner - brake marker (100m board), turn-in point (apex curbing), throttle point (track-out). Consistency is the foundation of speed. All other improvements are meaningless without this.",HIGH,0.17-0.32s,96.618s,96.863s,High,0.245,Advanced
GR86-063-113,113,Input Smoothness,"Abrupt input changes detected (Throttle: ±20.7%, Brake: ±2.0%).",Practice progressive inputs. Throttle: 0% to 100% over 1.5 seconds. Brake: 100% to 0% over 1.0 second. Smooth inputs = predictable car behavior.,MEDIUM,0.21-0.35s,96.583s,96.863s,Medium,0.168,Advanced
GR86-063-113,113,Weight Transfer Optimization,"G-force profile (Longitudinal: 0.01g, Lateral: 0.20g) suggests conservative weight transfer.","Opportunity: Brake harder initially at Turn 1 to load front, then smoothly transition to throttle to shift weight rear. This improves rotation and exit traction.",MEDIUM,0.17-0.28s,96.635s,96.863s,Medium,0.136,Advanced
GR86-047-21,21,Threshold Braking Development,Peak brake pressure of 9.6% is below GR86 threshold capability (90%+ with race ABS and Alcon brakes).,Critical: Increase peak braking force by 15% at Turn 1/2 chicane. The GR86 race ABS allows 90-95% pressure without lock-up. Build confidence progressively.,HIGH,0.35-0.60s,100.189s,100.664s,High,0.475,Intermediate
GR86-047-21,21,Full Throttle Utilization,Only 0.0% of lap at full throttle. GR86 requires 55%+ due to lower power output.,Critical: Reach 100% throttle 55% earlier. Focus on Turn 2 exit and Turn 5 exit. Every meter earlier = 0.05s gained on main straight.,HIGH,0.38-0.64s,100.154s,100.664s,High,0.510,Intermediate
GR86-047-21,21,Throttle Application Timing,Throttle application 9.3% below best lap average.,"Apply throttle at apex of Turn 3 and Turn 4. Target: 50% at apex, 75% at mid-exit, 100% at track-out. Current: 66.1%, Target: 75.4%.",HIGH,0.21-0.35s,100.384s,100.664s,High,0.280,Intermediate
GR86-047-21,21,Throttle Consistency,Throttle variance of ±18.9% indicates inconsistent corner exits.,Standardize throttle application points. Use apex curbing as reference for initial 50% application. Smooth progression is critical.,MEDIUM,0.35-0.60s,100.189s,100.664s,MEDIUM,0.285,Intermediate
GR86-047-21,21,Traction Management,Longitudinal acceleration of -0.00g is below GR86 capability on slicks.,"The GR86 torque curve allows aggressive application from 3700 RPM. If losing traction at Turn 2 exit, reduce initial rate by 10%. If no traction loss, increase aggression by 20%.",MEDIUM,0.25-0.40s,100.339s,100.664s,Medium,0.195,Intermediate
GR86-047-21,21,Average Speed Optimization,Average speed 8.4 km/h below your best lap (128.6 vs 137.1 km/h),Focus on minimum corner speeds. Every 1 km/h gained through corners = 0.08s per lap. Target: 137.1 km/h average.,HIGH,2.91-4.36s,97.032s,100.664s,High,3.632,Intermediate
GR86-047-21,21,Maximum Speed Development,Top speed of 138.9 km/h suggests exit speed or straight-line issues,Focus on corner exit acceleration. Better exits = higher top speeds. Also check if you're short-shifting.,MEDIUM,0.20-0.40s,100.364s,100.664s,Medium,0.180,Intermediate
GR86-047-21,21,Shift Point Optimization,Shifting at 6528 RPM. GR86 optimal shift point is 7100 RPM.,Shift 572 RPM later on main straight and Turn 2 exit. Use shift light as reference. Power curve remains strong to 7100 RPM.,MEDIUM,0.20-0.35s,100.389s,100.664s,Medium,0.165,Intermediate
GR86-047-21,21,Cornering Speed Development,Lateral G-force of 0.22g is 0.78g below GR86 capability on slicks (1.0g threshold).,Critical: Increase corner entry speed by 5 km/h at Turn 3 and Turn 4. Build confidence progressively over 3 sessions. The GR86 on slicks can sustain 1.0g+ in steady-state cornering.,HIGH,0.25-0.40s,100.339s,100.664s,High,0.325,Intermediate
GR86-047-21,21,Corner Exit Acceleration,Exit acceleration of -0.00g is below GR86 potential.,"Critical: Apply 50% throttle at Turn 2 apex, building to 100% by track-out. The GR86 requires aggressive exits to compensate for lower power. Every 0.1g improvement = 0.15s per lap.",HIGH,0.25-0.38s,100.352s,100.664s,High,0.312,Intermediate
GR86-047-21,21,Apex Consistency,Combined throttle (±18.9%) and speed (±16.6 km/h) variance indicates inconsistent apex positioning.,Standardize apex points at Turn 3 and Turn 4. Use inside curbing as reference. Consistent apex = consistent exit = consistent lap times.,MEDIUM,0.35-0.60s,100.189s,100.664s,MEDIUM,0.285,Intermediate
GR86-047-21,21,Overall Consistency,"Input variance (Speed: ±16.6 km/h, Throttle: ±18.9%) is the primary performance limiter.","Mandatory: Establish 3 reference points per corner - brake marker (100m board), turn-in point (apex curbing), throttle point (track-out). Consistency is the foundation of speed. All other improvements are meaningless without this.",HIGH,0.25-0.45s,100.314s,100.664s,High,0.350,Intermediate
GR86-047-21,21,Input Smoothness,"Abrupt input changes detected (Throttle: ±18.9%, Brake: ±2.3%).",Practice progressive inputs. Throttle: 0% to 100% over 1.5 seconds. Brake: 100% to 0% over 1.0 second. Smooth inputs = predictable car behavior.,MEDIUM,0.30-0.50s,100.264s,100.664s,Medium,0.240,Intermediate
GR86-047-21,21,Weight Transfer Optimization,"G-force profile (Longitudinal: -0.00g, Lateral: 0.22g) suggests conservative weight transfer.","Opportunity: Brake harder initially at Turn 1 to load front, then smoothly transition to throttle to shift weight rear. This improves rotation and exit traction.",MEDIUM,0.25-0.40s,100.339s,100.664s,Medium,0.195,Intermediate
GR86-013-80,80,Threshold Braking Development,Peak brake pressure of 8.3% is below GR86 threshold capability (90%+ with race ABS and Alcon brakes).,Critical: Increase peak braking force by 15% at Turn 1/2 chicane. The GR86 race ABS allows 90-95% pressure without lock-up. Build confidence progressively.,HIGH,0.45-0.78s,101.289s,101.907s,High,0.617,Developing
GR86-013-80,80,Full Throttle Utilization,Only 0.0% of lap at full throttle. GR86 requires 55%+ due to lower power output.,Critical: Reach 100% throttle 55% earlier. Focus on Turn 2 exit and Turn 5 exit. Every meter earlier = 0.05s gained on main straight.,HIGH,0.50-0.83s,101.244s,101.907s,High,0.663,Developing
GR86-013-80,80,Throttle Application Timing,Throttle application 12.5% below best lap average.,"Apply throttle at apex of Turn 3 and Turn 4. Target: 50% at apex, 75% at mid-exit, 100% at track-out. Current: 62.2%, Target: 74.7%.",HIGH,0.27-0.45s,101.543s,101.907s,High,0.364,Developing
GR86-013-80,80,Throttle Consistency,Throttle variance of ±18.6% indicates inconsistent corner exits.,Standardize throttle application points. Use apex curbing as reference for initial 50% application. Smooth progression is critical.,HIGH,0.31-0.54s,101.482s,101.907s,HIGH,0.425,Developing
GR86-013-80,80,Traction Management,Longitudinal acceleration of 0.01g is below GR86 capability on slicks.,"The GR86 torque curve allows aggressive application from 3700 RPM. If losing traction at Turn 2 exit, reduce initial rate by 10%. If no traction loss, increase aggression by 20%.",MEDIUM,0.33-0.52s,101.484s,101.907s,Medium,0.254,Developing
GR86-013-80,80,Average Speed Optimization,Average speed 13.3 km/h below your best lap (124.8 vs 138.1 km/h),Focus on minimum corner speeds. Every 1 km/h gained through corners = 0.08s per lap. Target: 138.1 km/h average.,HIGH,5.64-8.46s,94.857s,101.907s,High,7.050,Developing
GR86-013-80,80,Maximum Speed Development,Top speed of 138.1 km/h suggests exit speed or straight-line issues,Focus on corner exit acceleration. Better exits = higher top speeds. Also check if you're short-shifting.,MEDIUM,0.26-0.52s,101.517s,101.907s,Medium,0.234,Developing
GR86-013-80,80,Shift Point Optimization,Shifting at 6331 RPM. GR86 optimal shift point is 7100 RPM.,Shift 769 RPM later on main straight and Turn 2 exit. Use shift light as reference. Power curve remains strong to 7100 RPM.,MEDIUM,0.26-0.45s,101.549s,101.907s,Medium,0.214,Developing
GR86-013-80,80,Cornering Speed Development,Lateral G-force of 0.19g is 0.81g below GR86 capability on slicks (1.0g threshold).,Critical: Increase corner entry speed by 5 km/h at Turn 3 and Turn 4. Build confidence progressively over 3 sessions. The GR86 on slicks can sustain 1.0g+ in steady-state cornering.,HIGH,0.33-0.52s,101.484s,101.907s,High,0.422,Developing
GR86-013-80,80,Corner Exit Acceleration,Exit acceleration of 0.01g is below GR86 potential.,"Critical: Apply 50% throttle at Turn 2 apex, building to 100% by track-out. The GR86 requires aggressive exits to compensate for lower power. Every 0.1g improvement = 0.15s per lap.",HIGH,0.33-0.49s,101.501s,101.907s,High,0.406,Developing
GR86-013-80,80,Apex Consistency,Combined throttle (±18.6%) and speed (±18.4 km/h) variance indicates inconsistent apex positioning.,Standardize apex points at Turn 3 and Turn 4. Use inside curbing as reference. Consistent apex = consistent exit = consistent lap times.,HIGH,0.28-0.49s,101.521s,101.907s,HIGH,0.386,Developing
GR86-013-80,80,Overall Consistency,"Input variance (Speed: ±18.4 km/h, Throttle: ±18.6%) is the primary performance limiter.","Mandatory: Establish 3 reference points per corner - brake marker (100m board), turn-in point (apex curbing), throttle point (track-out). Consistency is the foundation of speed. All other improvements are meaningless without this.",HIGH,0.41-0.73s,101.338s,101.907s,High,0.569,Developing
GR86-013-80,80,Input Smoothness,"Abrupt input changes detected (Throttle: ±18.6%, Brake: ±1.8%).",Practice progressive inputs. Throttle: 0% to 100% over 1.5 seconds. Brake: 100% to 0% over 1.0 second. Smooth inputs = predictable car behavior.,MEDIUM,0.39-0.65s,101.387s,101.907s,Medium,0.312,Developing
GR86-038-93,93,Threshold Braking Development,Peak brake pressure of 9.4% is below GR86 threshold capability (90%+ with race ABS and Alcon brakes).,Critical: Increase peak braking force by 15% at Turn 1/2 chicane. The GR86 race ABS allows 90-95% pressure without lock-up. Build confidence progressively.,HIGH,0.45-0.78s,101.427s,102.045s,High,0.617,Developing
GR86-038-93,93,Full Throttle Utilization,Only 0.0% of lap at full throttle. GR86 requires 55%+ due to lower power output.,Critical: Reach 100% throttle 55% earlier. Focus on Turn 2 exit and Turn 5 exit. Every meter earlier = 0.05s gained on main straight.,HIGH,0.50-0.83s,101.382s,102.045s,High,0.663,Developing
GR86-038-93,93,Throttle Application Timing,Throttle application 10.1% below best lap average.,"Apply throttle at apex of Turn 3 and Turn 4. Target: 50% at apex, 75% at mid-exit, 100% at track-out. Current: 65.4%, Target: 75.5%.",HIGH,0.27-0.45s,101.681s,102.045s,High,0.364,Developing
GR86-038-93,93,Throttle Consistency,Throttle variance of ±16.2% indicates inconsistent corner exits.,Standardize throttle application points. Use apex curbing as reference for initial 50% application. Smooth progression is critical.,HIGH,0.31-0.54s,101.620s,102.045s,HIGH,0.425,Developing
GR86-038-93,93,Traction Management,Longitudinal acceleration of 0.27g is below GR86 capability on slicks.,"The GR86 torque curve allows aggressive application from 3700 RPM. If losing traction at Turn 2 exit, reduce initial rate by 10%. If no traction loss, increase aggression by 20%.",MEDIUM,0.33-0.52s,101.623s,102.045s,Medium,0.254,Developing
GR86-038-93,93,Average Speed Optimization,Average speed 9.7 km/h below your best lap (127.6 vs 137.3 km/h),Focus on minimum corner speeds. Every 1 km/h gained through corners = 0.08s per lap. Target: 137.3 km/h average.,HIGH,4.02-6.03s,97.018s,102.045s,High,5.027,Developing
GR86-038-93,93,Maximum Speed Development,Top speed of 137.5 km/h suggests exit speed or straight-line issues,Focus on corner exit acceleration. Better exits = higher top speeds. Also check if you're short-shifting.,MEDIUM,0.26-0.52s,101.655s,102.045s,Medium,0.234,Developing
GR86-038-93,93,Shift Point Optimization,Shifting at 6277 RPM. GR86 optimal shift point is 7100 RPM.,Shift 823 RPM later on main straight and Turn 2 exit. Use shift light as reference. Power curve remains strong to 7100 RPM.,MEDIUM,0.26-0.45s,101.688s,102.045s,Medium,0.214,Developing
GR86-038-93,93,Cornering Speed Development,Lateral G-force of 0.22g is 0.78g below GR86 capability on slicks (1.0g threshold).,Critical: Increase corner entry speed by 5 km/h at Turn 3 and Turn 4. Build confidence progressively over 3 sessions. The GR86 on slicks can sustain 1.0g+ in steady-state cornering.,HIGH,0.33-0.52s,101.623s,102.045s,High,0.422,Developing
GR86-038-93,93,Corner Exit Acceleration,Exit acceleration of 0.27g is below GR86 potential.,"Critical: Apply 50% throttle at Turn 2 apex, building to 100% by track-out. The GR86 requires aggressive exits to compensate for lower power. Every 0.1g improvement = 0.15s per lap.",HIGH,0.33-0.49s,101.639s,102.045s,High,0.406,Developing
GR86-038-93,93,Apex Consistency,Combined throttle (±16.2%) and speed (±16.2 km/h) variance indicates inconsistent apex positioning.,Standardize apex points at Turn 3 and Turn 4. Use inside curbing as reference. Consistent apex = consistent exit = consistent lap times.,HIGH,0.28-0.49s,101.659s,102.045s,HIGH,0.386,Developing
GR86-038-93,93,Overall Consistency,"Input variance (Speed: ±16.2 km/h, Throttle: ±16.2%) is the primary performance limiter.","Mandatory: Establish 3 reference points per corner - brake marker (100m board), turn-in point (apex curbing), throttle point (track-out). Consistency is the foundation of speed. All other improvements are meaningless without this.",HIGH,0.41-0.73s,101.476s,102.045s,High,0.569,Developing
GR86-030-18,18,Threshold Braking Development,Peak brake pressure of 7.4% is below GR86 threshold capability (90%+ with race ABS and Alcon brakes).,Critical: Increase peak braking force by 15% at Turn 1/2 chicane. The GR86 race ABS allows 90-95% pressure without lock-up. Build confidence progressively.,HIGH,0.45-0.78s,101.258s,101.876s,High,0.617,Developing
GR86-030-18,18,Full Throttle Utilization,Only 0.0% of lap at full throttle. GR86 requires 55%+ due to lower power output.,Critical: Reach 100% throttle 55% earlier. Focus on Turn 2 exit and Turn 5 exit. Every meter earlier = 0.05s gained on main straight.,HIGH,0.50-0.83s,101.213s,101.876s,High,0.663,Developing
GR86-030-18,18,Throttle Application Timing,Throttle application 7.7% below best lap average.,"Apply throttle at apex of Turn 3 and Turn 4. Target: 50% at apex, 75% at mid-exit, 100% at track-out. Current: 64.9%, Target: 72.5%.",HIGH,0.27-0.45s,101.512s,101.876s,High,0.364,Developing
GR86-030-18,18,Throttle Consistency,Throttle variance of ±16.2% indicates inconsistent corner exits.,Standardize throttle application points. Use apex curbing as reference for initial 50% application. Smooth progression is critical.,HIGH,0.31-0.54s,101.451s,101.876s,HIGH,0.425,Developing
